fold,epoch,loss,auc,pr_auc,f1_0p5,f1_thr,thr,pred_pos
1,1,0.07887059524685477,0.8118284389361321,0.5512130542068727,0.4177262998866927,0.5130252899790835,0.41849422454833984,0.1622620527245372
1,2,0.06798665573845565,0.8304611528907508,0.5822330907609594,0.4644311377245509,0.5300422853771266,0.4458213150501251,0.15084712500817687
1,3,0.06334629258335235,0.8348757719683133,0.5960058983127139,0.45295214418893726,0.5383399209486166,0.4201972484588623,0.1492444560737882
1,4,0.05987435616155277,0.8406152342590232,0.602458010386844,0.5177015550898864,0.5539609644087256,0.46067196130752563,0.16010335579250343
1,5,0.05731006476829123,0.8430450701836589,0.6111163141167034,0.5283391915641477,0.5596715676914263,0.46325966715812683,0.1608229214365147
1,6,0.054573110555457154,0.8438693000618496,0.6100263730581368,0.5103987130874411,0.5514411333659013,0.44176945090293884,0.15300582194021065
1,7,0.052699084537164216,0.8393946642106654,0.605734728440853,0.48363023591718823,0.544924154025671,0.4282221496105194,0.15460849087459932
1,8,0.050944782380855085,0.8412008141104322,0.6079902285293961,0.5224526000665263,0.5599375244045295,0.4546748995780945,0.1533001897036698
1,9,0.04896815751766071,0.8459068204324677,0.6177129852808465,0.554304773816969,0.5683371298405467,0.4679776132106781,0.1628507882514555
1,10,0.047254692518415485,0.8414867237048647,0.6160097524109259,0.5186529084930264,0.5558942090256612,0.4416247010231018,0.15091254006672336
1,11,0.045881347641552016,0.8415605083342679,0.6126926945364167,0.5351625796694394,0.5566381261686841,0.4672442376613617,0.15058546477399098
1,12,0.04412203075488163,0.8387911480225838,0.6108297626443736,0.5198327494632162,0.5543319364584348,0.44277051091194153,0.15385621770131483
1,13,0.04258682934700855,0.8409282551640302,0.6132542246507589,0.551605736214906,0.5548707753479125,0.49478355050086975,0.14728200431739386
1,14,0.0408431286112373,0.836249561563208,0.6063771911108745,0.5404035069187705,0.5530451866404715,0.4740990400314331,0.1512069078301825
1,15,0.03954996687902628,0.8345189910054973,0.6039746261823863,0.5302544366046611,0.5473663522012578,0.46605366468429565,0.15107607771308956
1,16,0.03844137468934702,0.8307075572271105,0.5978216635929918,0.5321888412017167,0.5410261529247354,0.4806932210922241,0.14590828808791784
1,17,0.03688497085496366,0.8297834024959483,0.5984989688870415,0.530779164873009,0.544589774078478,0.4613172113895416,0.1483286452541375
1,18,0.03570493506248881,0.833786295069218,0.5984684720303006,0.5382868937048504,0.5536571318871184,0.47036057710647583,0.15899129979721333
1,19,0.03458736515358387,0.8359650366669147,0.6052803876545272,0.5479424285424691,0.5528775209050664,0.4867596924304962,0.15071629489108393
1,20,0.03310696137379908,0.835062073212206,0.6059587750268626,0.5340558920412284,0.5486796213253612,0.468128502368927,0.1464643160855629
