fold,epoch,loss,auc,pr_auc,f1_0p5,f1_thr,thr,pred_pos
5,1,0.08165997012443502,0.8652726605243388,0.6981474907841241,0.579914028917546,0.638262641701694,0.41568833589553833,0.1880522522981335
5,2,0.07104507326812351,0.8814142767702191,0.7282582937264344,0.6363050483351235,0.6617469150737962,0.44040587544441223,0.20918744111430826
5,3,0.06636304493028329,0.8767337849212951,0.7224698286834762,0.5881986610618091,0.6510118365788469,0.4171889126300812,0.18835782129306614
5,4,0.062471742917676265,0.8831354541157695,0.7290840250107046,0.6198770491803278,0.6589952981935164,0.4353254735469818,0.1998166586030404
5,5,0.05964017704656222,0.8851761120724706,0.7367053011649906,0.6456320800611578,0.6662537165510406,0.4494290351867676,0.19930737694481934
5,6,0.05725303257297801,0.8820418452421059,0.7282512566263675,0.6596327212020033,0.6643179430125471,0.4676503539085388,0.20019861984670623
5,7,0.05506980418609974,0.8791210555592625,0.7287292241160428,0.6258384368620589,0.6634200468499568,0.4135437607765198,0.20129357541188153
5,8,0.053018830998344715,0.8791804625571644,0.729192916647236,0.6261539579850258,0.6645185746777862,0.41785210371017456,0.19126072674492628
5,9,0.051225151597879465,0.8813568235921123,0.7296994051036055,0.6561966541481734,0.667251645252272,0.4570223093032837,0.19449466527463014
5,10,0.04944332996171077,0.8783787943695094,0.724366634175062,0.6376311430149089,0.6591464561007708,0.4506058394908905,0.19454559344045225
5,11,0.04757519930673269,0.8811170339688623,0.728624750712441,0.6390817627887204,0.6628116644904558,0.4267435371875763,0.19775406788724503
5,12,0.0457608632162636,0.8802116346527272,0.7274667843517778,0.627650429799427,0.661041679883271,0.43482768535614014,0.18960556135570777
5,13,0.04413841003763331,0.8750854485413624,0.7195469659107597,0.6405458353036546,0.6531058899259736,0.4746672511100769,0.18379975045198746
5,14,0.042462163174596564,0.8762625200908416,0.7261583224557038,0.6571020433513446,0.6568683591016097,0.5112895369529724,0.1884342135417993
5,15,0.04116612404402943,0.8695690422777005,0.7055259391946599,0.6268696941113058,0.6391072787217854,0.46951034665107727,0.18983473810190726
5,16,0.0393349599362974,0.8728824817635004,0.7119578102463224,0.6496753443776928,0.6456251988545976,0.5220838785171509,0.18838328537597718
5,17,0.037863126091606525,0.8797118180282317,0.7243449135998751,0.6552901023890785,0.6565303136331828,0.49288883805274963,0.1884851417076214
5,18,0.03670421414171193,0.8717015996827712,0.7202750531029961,0.6463056815150707,0.6519371992909597,0.46589839458465576,0.19044587609177255
5,19,0.03495105190564222,0.8739465289163891,0.7198669390635,0.654455256630414,0.6554356741750268,0.4954279661178589,0.1917954724860584
5,20,0.03368742484790508,0.8710163838160981,0.7092284784846954,0.6417657045840407,0.6426692332370869,0.48949164152145386,0.18507295459754017
