fold,epoch,loss,auc,pr_auc,f1_0p5,f1_thr,thr,pred_pos
2,1,0.08092868039852305,0.8619439798940636,0.6398993272730483,0.5639869207351449,0.5851270363805183,0.44670572876930237,0.18831400535236395
2,2,0.06956164340429756,0.8737610043999796,0.6611315819117132,0.588892469653024,0.607436942012655,0.4363457262516022,0.1790960451977401
2,3,0.0647783230403597,0.8717902516456901,0.6588475912609237,0.59978254423248,0.6043597211190539,0.47046154737472534,0.17297056199821587
2,4,0.061169216929463546,0.875148911553684,0.6669416280844247,0.6096131301289566,0.6143663960465937,0.47270917892456055,0.17300029735355338
2,5,0.05836671348755351,0.8745489533154861,0.6670362515069024,0.6014760147601476,0.6145399805189056,0.45250675082206726,0.171840618495391
2,6,0.05573248737620541,0.8787203151532489,0.6700062086760554,0.6156515034695451,0.6163870046411996,0.47622305154800415,0.16919417187035385
2,7,0.053616310625086684,0.8795789367464795,0.6707049146433387,0.6032342201356286,0.6184681460272011,0.4373205602169037,0.16836158192090395
2,8,0.05162021544343576,0.8704877012705485,0.6548301664687627,0.5935100829153445,0.5993344725245076,0.45662441849708557,0.16666666666666666
2,9,0.04999190105095782,0.8699431672082594,0.6578245039872924,0.5982941116020964,0.6091889880952381,0.4604586362838745,0.15575379125780553
2,10,0.048139763708767165,0.8709250701005364,0.6579644313586345,0.5819584315406042,0.6031630612615888,0.4331274628639221,0.1631876300921796
2,11,0.04655073925987279,0.8710239531516486,0.6534524183486174,0.6027397260273972,0.6020908502174114,0.5023711323738098,0.15744870651204282
2,12,0.04480356090929387,0.8699364105222817,0.6585028432255206,0.6096619267350974,0.6095344092005194,0.49419835209846497,0.15664585191793043
2,13,0.04324322179343744,0.8730063906187294,0.6563152571293673,0.5980669725666309,0.6059068671860844,0.4686632454395294,0.16425810288432946
2,14,0.04175625395550996,0.8680268291584173,0.6540362051849112,0.5847361354951978,0.5988167868367535,0.4446108341217041,0.1577163247100803
2,15,0.04021886444325302,0.8620806971615032,0.6427142756975353,0.5927206376644579,0.5921965860063778,0.49022185802459717,0.15307760927743086
2,16,0.0395370938123654,0.8664606325739063,0.6500901856275746,0.6003590664272891,0.600187617260788,0.5164938569068909,0.15301813856675586
2,17,0.037715793554084574,0.8633553403272097,0.6437319900464811,0.5900926451124976,0.5883666821777571,0.49275025725364685,0.15554564377044305
2,18,0.036488400602914785,0.8663067026892526,0.647511327121087,0.5902319441825382,0.5923661293311099,0.490731418132782,0.15700267618198038
2,19,0.035403093866099966,0.8640185276005365,0.6419801885768338,0.5911144578313253,0.5913466031212036,0.4967740476131439,0.15423728813559323
2,20,0.03428387701162033,0.8637807825582734,0.6400695901517441,0.5845206006931074,0.5867209926845078,0.48027488589286804,0.15715135295866786
